Psens,RI,active,activeG,activeNode,activeSG,c,hpV,rrp2rest,rrp2spike,surviveTime
0.2,0.15,2.0,6.0,4.0,1.0,1.0,-80.0,59.0,0.0,11.0
0.2,0.15,9.0,20.0,39.0,11.0,1.0,-80.0,272.0,93.0,50.0
0.2,0.15,6.0,9.0,14.0,4.0,1.0,-80.0,193.0,112.0,50.0
0.2,0.15,14.0,27.0,74.0,25.0,1.0,-80.0,964.0,5.0,50.0
0.2,0.15,11.0,22.0,81.0,17.0,1.0,-80.0,268.0,102.0,50.0
0.2,0.15,11.0,28.0,103.0,19.0,1.0,-80.0,499.0,83.0,50.0
0.2,0.15,1.0,2.0,2.0,1.0,1.0,-80.0,69.0,0.0,10.0
0.2,0.15,12.0,33.0,65.0,18.0,1.0,-80.0,909.0,20.0,50.0
0.2,0.15,1.0,3.0,8.0,2.0,1.0,-80.0,113.0,4.0,23.0
0.2,0.15,13.0,30.0,46.0,12.0,1.0,-80.0,1000.0,5.0,50.0
0.2,0.15,11.0,28.0,88.0,19.0,1.0,-80.0,227.0,87.0,50.0
0.2,0.15,10.0,20.0,37.0,13.0,1.0,-80.0,831.0,2.0,50.0
0.2,0.15,5.0,18.0,78.0,16.0,1.0,-80.0,981.0,35.0,50.0
0.2,0.15,12.0,27.0,48.0,11.0,1.0,-80.0,912.0,22.0,50.0
0.2,0.15,7.0,16.0,36.0,11.0,1.0,-80.0,965.0,3.0,50.0
0.2,0.15,4.0,6.0,11.0,2.0,1.0,-80.0,943.0,10.0,50.0
0.2,0.15,6.0,17.0,50.0,12.0,1.0,-80.0,881.0,5.0,50.0
0.2,0.15,2.0,3.0,4.0,1.0,1.0,-80.0,68.0,0.0,12.0
0.2,0.15,4.0,11.0,22.0,5.0,1.0,-80.0,96.0,4.0,27.0
0.2,0.15,8.0,20.0,31.0,10.0,1.0,-80.0,303.0,99.0,50.0
0.2,0.15,14.0,35.0,113.0,29.0,1.0,-80.0,594.0,77.0,50.0
0.2,0.15,9.0,15.0,22.0,6.0,1.0,-80.0,873.0,1.0,50.0
0.2,0.15,9.0,17.0,44.0,9.0,1.0,-80.0,160.0,5.0,42.0
0.2,0.15,12.0,31.0,89.0,24.0,1.0,-80.0,981.0,4.0,50.0
0.2,0.15,2.0,6.0,5.0,2.0,1.0,-80.0,76.0,0.0,10.0
0.2,0.15,12.0,26.0,25.0,7.0,1.0,-80.0,201.0,107.0,50.0
0.2,0.15,1.0,1.0,5.0,1.0,1.0,-80.0,61.0,0.0,10.0
0.2,0.15,4.0,8.0,30.0,5.0,1.0,-80.0,908.0,1.0,50.0
0.2,0.15,13.0,35.0,99.0,28.0,1.0,-80.0,713.0,15.0,50.0
0.2,0.15,5.0,14.0,18.0,5.0,1.0,-80.0,995.0,4.0,50.0
0.2,0.15,12.0,28.0,65.0,19.0,1.0,-80.0,121.0,1.0,32.0
0.2,0.15,11.0,24.0,47.0,11.0,1.0,-80.0,987.0,1.0,50.0
0.2,0.15,1.0,1.0,0.0,0.0,1.0,-80.0,68.0,0.0,19.0
0.2,0.15,8.0,18.0,43.0,9.0,1.0,-80.0,918.0,9.0,50.0
0.2,0.15,10.0,24.0,56.0,11.0,1.0,-80.0,983.0,1.0,50.0
0.2,0.15,11.0,22.0,58.0,12.0,1.0,-80.0,461.0,78.0,50.0
0.2,0.15,9.0,16.0,48.0,10.0,1.0,-80.0,941.0,0.0,50.0
0.2,0.15,7.0,20.0,72.0,16.0,1.0,-80.0,971.0,11.0,50.0
0.2,0.15,2.0,6.0,10.0,2.0,1.0,-80.0,63.0,0.0,7.0
0.2,0.15,1.0,1.0,0.0,0.0,1.0,-80.0,66.0,0.0,7.0
0.2,0.15,2.0,1.0,7.0,1.0,1.0,-80.0,62.0,0.0,7.0
0.2,0.15,4.0,9.0,19.0,4.0,1.0,-80.0,65.0,1.0,17.0
0.2,0.15,13.0,19.0,31.0,6.0,1.0,-80.0,349.0,6.0,43.0
0.2,0.15,15.0,36.0,84.0,22.0,1.0,-80.0,792.0,35.0,50.0
0.25,0.15,11.0,36.0,131.0,28.0,1.0,-80.0,300.0,121.0,50.0
0.25,0.15,1.0,3.0,12.0,3.0,1.0,-80.0,115.0,0.0,23.0
0.25,0.15,2.0,6.0,3.0,3.0,1.0,-80.0,67.0,0.0,16.0
0.25,0.15,8.0,23.0,52.0,14.0,1.0,-80.0,775.0,9.0,50.0
0.25,0.15,12.0,31.0,80.0,17.0,1.0,-80.0,943.0,7.0,50.0
0.25,0.15,15.0,36.0,54.0,16.0,1.0,-80.0,868.0,10.0,50.0
0.25,0.15,12.0,34.0,96.0,29.0,1.0,-80.0,882.0,40.0,50.0
0.25,0.15,5.0,13.0,12.0,6.0,1.0,-80.0,73.0,2.0,18.0
0.25,0.15,5.0,13.0,42.0,7.0,1.0,-80.0,162.0,6.0,25.0
0.25,0.15,10.0,29.0,33.0,10.0,1.0,-80.0,82.0,2.0,24.0
0.25,0.15,10.0,32.0,108.0,32.0,1.0,-80.0,996.0,5.0,50.0
0.25,0.15,8.0,25.0,90.0,21.0,1.0,-80.0,212.0,10.0,42.0
0.25,0.15,18.0,46.0,133.0,36.0,1.0,-80.0,1001.0,8.0,50.0
0.25,0.15,9.0,34.0,57.0,17.0,1.0,-80.0,948.0,16.0,50.0
0.25,0.15,6.0,12.0,14.0,5.0,1.0,-80.0,101.0,0.0,33.0
0.25,0.15,9.0,24.0,59.0,14.0,1.0,-80.0,144.0,3.0,31.0
0.25,0.15,3.0,11.0,24.0,7.0,1.0,-80.0,75.0,0.0,11.0
0.25,0.15,15.0,33.0,82.0,20.0,1.0,-80.0,575.0,76.0,50.0
0.25,0.15,4.0,10.0,24.0,7.0,1.0,-80.0,73.0,0.0,13.0
0.25,0.15,10.0,26.0,42.0,16.0,1.0,-80.0,993.0,1.0,50.0
0.25,0.15,10.0,21.0,52.0,16.0,1.0,-80.0,825.0,6.0,50.0
0.25,0.15,10.0,23.0,59.0,16.0,1.0,-80.0,760.0,28.0,50.0
0.25,0.15,16.0,42.0,84.0,22.0,1.0,-80.0,955.0,11.0,50.0
0.25,0.15,21.0,61.0,154.0,36.0,1.0,-80.0,314.0,128.0,50.0
0.25,0.15,14.0,44.0,73.0,23.0,1.0,-80.0,999.0,4.0,50.0
0.25,0.15,18.0,54.0,163.0,37.0,1.0,-80.0,420.0,84.0,50.0
0.25,0.15,0.0,0.0,0.0,0.0,1.0,-80.0,65.0,0.0,8.0
0.25,0.15,0.0,0.0,0.0,0.0,1.0,-80.0,57.0,0.0,8.0
0.25,0.15,13.0,36.0,98.0,24.0,1.0,-80.0,1028.0,0.0,50.0
0.25,0.15,16.0,51.0,126.0,28.0,1.0,-80.0,819.0,19.0,50.0
0.25,0.15,12.0,36.0,118.0,28.0,1.0,-80.0,445.0,66.0,50.0
0.25,0.15,11.0,25.0,59.0,15.0,1.0,-80.0,1009.0,0.0,50.0
0.25,0.15,7.0,29.0,74.0,18.0,1.0,-80.0,532.0,16.0,50.0
0.25,0.15,2.0,10.0,27.0,8.0,1.0,-80.0,78.0,0.0,16.0
0.25,0.15,8.0,19.0,24.0,6.0,1.0,-80.0,988.0,0.0,50.0
0.25,0.15,3.0,7.0,13.0,4.0,1.0,-80.0,63.0,0.0,8.0
0.25,0.15,8.0,19.0,60.0,14.0,1.0,-80.0,256.0,76.0,46.0
0.25,0.15,11.0,23.0,62.0,14.0,1.0,-80.0,957.0,4.0,50.0
0.25,0.15,1.0,2.0,4.0,1.0,1.0,-80.0,60.0,1.0,11.0
0.25,0.15,15.0,44.0,69.0,20.0,1.0,-80.0,695.0,9.0,50.0
0.25,0.15,16.0,47.0,150.0,35.0,1.0,-80.0,839.0,35.0,50.0
0.25,0.15,8.0,21.0,62.0,17.0,1.0,-80.0,986.0,4.0,50.0
0.25,0.15,7.0,23.0,55.0,15.0,1.0,-80.0,180.0,17.0,31.0
0.25,0.15,12.0,25.0,61.0,15.0,1.0,-80.0,355.0,90.0,50.0
0.25,0.15,3.0,8.0,12.0,4.0,1.0,-80.0,72.0,0.0,16.0
0.25,0.15,17.0,41.0,89.0,26.0,1.0,-80.0,251.0,123.0,50.0
0.25,0.15,11.0,32.0,82.0,26.0,1.0,-80.0,242.0,121.0,50.0
0.25,0.15,8.0,22.0,68.0,20.0,1.0,-80.0,124.0,6.0,21.0
0.25,0.15,13.0,30.0,91.0,24.0,1.0,-80.0,1014.0,10.0,50.0
0.25,0.15,12.0,29.0,107.0,24.0,1.0,-80.0,690.0,7.0,50.0
0.25,0.15,16.0,48.0,122.0,33.0,1.0,-80.0,899.0,3.0,50.0
0.25,0.15,9.0,25.0,38.0,11.0,1.0,-80.0,907.0,11.0,50.0
0.25,0.15,10.0,24.0,79.0,17.0,1.0,-80.0,978.0,14.0,50.0
0.25,0.15,15.0,47.0,104.0,26.0,1.0,-80.0,908.0,15.0,50.0
0.25,0.15,12.0,27.0,75.0,21.0,1.0,-80.0,966.0,13.0,50.0
0.25,0.15,12.0,26.0,34.0,12.0,1.0,-80.0,127.0,0.0,33.0
0.25,0.15,10.0,28.0,41.0,12.0,1.0,-80.0,991.0,4.0,50.0
0.25,0.15,4.0,12.0,33.0,9.0,1.0,-80.0,92.0,1.0,22.0
0.25,0.15,12.0,34.0,110.0,26.0,1.0,-80.0,656.0,57.0,50.0
0.25,0.15,11.0,34.0,83.0,25.0,1.0,-80.0,657.0,64.0,50.0
0.25,0.15,8.0,21.0,66.0,14.0,1.0,-80.0,912.0,17.0,50.0
0.25,0.15,15.0,33.0,78.0,19.0,1.0,-80.0,992.0,4.0,50.0
0.25,0.15,1.0,3.0,5.0,1.0,1.0,-80.0,48.0,0.0,7.0
0.25,0.15,16.0,49.0,130.0,35.0,1.0,-80.0,253.0,114.0,50.0
0.25,0.15,10.0,33.0,71.0,21.0,1.0,-80.0,210.0,123.0,50.0
0.25,0.15,11.0,35.0,123.0,26.0,1.0,-80.0,418.0,94.0,50.0
0.25,0.15,15.0,31.0,75.0,17.0,1.0,-80.0,251.0,112.0,50.0
0.25,0.15,17.0,42.0,74.0,22.0,1.0,-80.0,795.0,2.0,50.0
0.25,0.15,14.0,43.0,127.0,31.0,1.0,-80.0,1001.0,30.0,50.0
0.25,0.15,16.0,41.0,108.0,32.0,1.0,-80.0,920.0,8.0,50.0
0.25,0.15,17.0,42.0,107.0,23.0,1.0,-80.0,249.0,96.0,50.0
0.25,0.15,0.0,0.0,0.0,0.0,1.0,-80.0,52.0,0.0,8.0
0.25,0.15,12.0,26.0,38.0,10.0,1.0,-80.0,945.0,6.0,50.0
0.25,0.15,6.0,17.0,39.0,10.0,1.0,-80.0,112.0,6.0,23.0
0.25,0.15,2.0,5.0,7.0,3.0,1.0,-80.0,61.0,0.0,12.0
0.25,0.15,14.0,48.0,125.0,33.0,1.0,-80.0,895.0,9.0,50.0
0.25,0.15,2.0,7.0,15.0,4.0,1.0,-80.0,83.0,0.0,13.0
0.25,0.15,2.0,7.0,8.0,3.0,1.0,-80.0,65.0,0.0,10.0
0.25,0.15,12.0,31.0,84.0,18.0,1.0,-80.0,896.0,8.0,50.0
0.25,0.15,15.0,34.0,127.0,30.0,1.0,-80.0,1010.0,26.0,50.0
0.25,0.15,15.0,45.0,126.0,33.0,1.0,-80.0,288.0,116.0,50.0
0.25,0.15,17.0,50.0,128.0,33.0,1.0,-80.0,603.0,77.0,50.0
0.25,0.15,14.0,36.0,87.0,24.0,1.0,-80.0,295.0,117.0,50.0
0.25,0.15,16.0,54.0,168.0,39.0,1.0,-80.0,421.0,126.0,50.0
0.25,0.15,15.0,54.0,179.0,41.0,1.0,-80.0,1050.0,34.0,50.0
0.25,0.15,17.0,36.0,140.0,31.0,1.0,-80.0,843.0,34.0,50.0
0.25,0.15,6.0,10.0,14.0,5.0,1.0,-80.0,74.0,1.0,18.0
0.25,0.15,18.0,43.0,106.0,27.0,1.0,-80.0,913.0,28.0,50.0
0.25,0.15,11.0,33.0,85.0,23.0,1.0,-80.0,958.0,10.0,50.0
0.25,0.15,14.0,41.0,143.0,32.0,1.0,-80.0,493.0,85.0,50.0
0.25,0.15,17.0,48.0,139.0,37.0,1.0,-80.0,316.0,106.0,50.0
0.25,0.15,7.0,17.0,51.0,14.0,1.0,-80.0,136.0,9.0,26.0
0.25,0.15,8.0,18.0,62.0,14.0,1.0,-80.0,780.0,35.0,50.0
0.25,0.15,12.0,35.0,102.0,21.0,1.0,-80.0,955.0,15.0,50.0
0.25,0.15,4.0,14.0,18.0,5.0,1.0,-80.0,95.0,0.0,20.0
0.25,0.15,12.0,32.0,136.0,37.0,1.0,-80.0,312.0,9.0,50.0
0.25,0.15,11.0,34.0,103.0,30.0,1.0,-80.0,332.0,99.0,50.0
0.25,0.15,9.0,26.0,81.0,20.0,1.0,-80.0,944.0,16.0,50.0
0.25,0.15,16.0,45.0,128.0,34.0,1.0,-80.0,929.0,17.0,50.0
0.25,0.15,17.0,44.0,145.0,38.0,1.0,-80.0,918.0,36.0,50.0
0.3,0.15,18.0,65.0,130.0,42.0,1.0,-80.0,944.0,19.0,50.0
0.3,0.15,14.0,48.0,165.0,44.0,1.0,-80.0,377.0,103.0,50.0
0.3,0.15,13.0,42.0,104.0,27.0,1.0,-80.0,282.0,96.0,50.0
0.3,0.15,17.0,48.0,121.0,33.0,1.0,-80.0,947.0,28.0,50.0
0.3,0.15,11.0,34.0,88.0,25.0,1.0,-80.0,428.0,12.0,35.0
0.3,0.15,10.0,28.0,64.0,20.0,1.0,-80.0,232.0,127.0,50.0
0.3,0.15,9.0,27.0,65.0,16.0,1.0,-80.0,119.0,0.0,21.0
0.3,0.15,15.0,43.0,120.0,29.0,1.0,-80.0,617.0,56.0,50.0
0.3,0.15,20.0,68.0,189.0,53.0,1.0,-80.0,840.0,51.0,50.0
0.3,0.15,10.0,23.0,55.0,21.0,1.0,-80.0,116.0,5.0,22.0
0.3,0.15,16.0,48.0,175.0,44.0,1.0,-80.0,326.0,23.0,50.0
0.3,0.15,17.0,44.0,101.0,29.0,1.0,-80.0,665.0,4.0,50.0
0.3,0.15,18.0,51.0,167.0,49.0,1.0,-80.0,1080.0,20.0,50.0
0.3,0.15,20.0,67.0,179.0,56.0,1.0,-80.0,718.0,39.0,50.0
0.3,0.15,16.0,44.0,141.0,40.0,1.0,-80.0,887.0,14.0,50.0
0.3,0.15,20.0,70.0,187.0,50.0,1.0,-80.0,697.0,64.0,50.0
0.3,0.15,8.0,28.0,67.0,22.0,1.0,-80.0,131.0,5.0,28.0
0.3,0.15,13.0,50.0,100.0,38.0,1.0,-80.0,830.0,8.0,50.0
0.3,0.15,15.0,58.0,152.0,48.0,1.0,-80.0,969.0,29.0,50.0
0.3,0.15,16.0,52.0,119.0,42.0,1.0,-80.0,850.0,40.0,50.0
0.3,0.15,14.0,48.0,122.0,40.0,1.0,-80.0,239.0,14.0,36.0
0.3,0.15,14.0,41.0,133.0,40.0,1.0,-80.0,318.0,114.0,50.0
0.3,0.15,16.0,64.0,180.0,55.0,1.0,-80.0,1048.0,14.0,50.0
0.3,0.15,13.0,46.0,133.0,37.0,1.0,-80.0,1039.0,3.0,50.0
0.3,0.15,17.0,52.0,181.0,46.0,1.0,-80.0,507.0,52.0,50.0
0.3,0.15,14.0,39.0,132.0,39.0,1.0,-80.0,469.0,93.0,50.0
0.3,0.15,15.0,51.0,169.0,48.0,1.0,-80.0,1047.0,18.0,50.0
0.3,0.15,2.0,4.0,0.0,0.0,1.0,-80.0,60.0,0.0,7.0
0.3,0.15,18.0,54.0,161.0,40.0,1.0,-80.0,787.0,20.0,50.0
0.3,0.15,16.0,52.0,156.0,40.0,1.0,-80.0,603.0,61.0,50.0
0.3,0.15,14.0,55.0,125.0,33.0,1.0,-80.0,622.0,40.0,50.0
0.3,0.15,14.0,42.0,135.0,34.0,1.0,-80.0,278.0,119.0,50.0
0.3,0.15,22.0,81.0,182.0,60.0,1.0,-80.0,615.0,83.0,50.0
0.3,0.15,12.0,38.0,156.0,41.0,1.0,-80.0,969.0,21.0,50.0
0.3,0.15,19.0,68.0,283.0,71.0,1.0,-80.0,406.0,143.0,50.0
0.3,0.15,15.0,58.0,203.0,56.0,1.0,-80.0,414.0,102.0,50.0
0.3,0.15,17.0,51.0,177.0,45.0,1.0,-80.0,987.0,35.0,50.0
0.3,0.15,17.0,49.0,135.0,35.0,1.0,-80.0,795.0,38.0,50.0
0.3,0.15,16.0,47.0,117.0,35.0,1.0,-80.0,945.0,25.0,50.0
0.3,0.15,5.0,20.0,34.0,11.0,1.0,-80.0,84.0,0.0,17.0
0.3,0.15,9.0,34.0,95.0,29.0,1.0,-80.0,420.0,101.0,50.0
0.3,0.15,8.0,29.0,79.0,26.0,1.0,-80.0,161.0,2.0,21.0
0.3,0.15,15.0,52.0,163.0,43.0,1.0,-80.0,1024.0,32.0,50.0
0.3,0.15,18.0,58.0,133.0,41.0,1.0,-80.0,953.0,26.0,50.0
0.3,0.15,11.0,34.0,125.0,32.0,1.0,-80.0,1037.0,38.0,50.0
0.3,0.15,0.0,0.0,0.0,0.0,1.0,-80.0,53.0,0.0,7.0
0.3,0.15,10.0,32.0,82.0,25.0,1.0,-80.0,956.0,19.0,50.0
0.3,0.15,12.0,43.0,134.0,30.0,1.0,-80.0,967.0,24.0,50.0
0.3,0.15,12.0,44.0,106.0,26.0,1.0,-80.0,313.0,104.0,50.0
0.3,0.15,11.0,36.0,118.0,37.0,1.0,-80.0,758.0,25.0,50.0
0.3,0.15,22.0,69.0,211.0,64.0,1.0,-80.0,630.0,75.0,50.0
0.3,0.15,12.0,33.0,133.0,36.0,1.0,-80.0,995.0,15.0,50.0
0.3,0.15,0.0,0.0,0.0,0.0,1.0,-80.0,60.0,0.0,7.0
0.3,0.15,18.0,69.0,238.0,69.0,1.0,-80.0,614.0,27.0,50.0
0.3,0.15,5.0,22.0,57.0,13.0,1.0,-80.0,185.0,5.0,22.0
0.3,0.15,9.0,34.0,103.0,27.0,1.0,-80.0,704.0,15.0,50.0
0.3,0.15,17.0,57.0,229.0,52.0,1.0,-80.0,579.0,73.0,50.0
0.3,0.15,11.0,42.0,120.0,30.0,1.0,-80.0,895.0,23.0,50.0
0.3,0.15,15.0,48.0,154.0,44.0,1.0,-80.0,347.0,124.0,50.0
0.3,0.15,12.0,39.0,133.0,34.0,1.0,-80.0,963.0,19.0,50.0
0.3,0.15,18.0,66.0,183.0,54.0,1.0,-80.0,768.0,47.0,50.0
0.3,0.15,5.0,15.0,34.0,9.0,1.0,-80.0,105.0,1.0,26.0
0.3,0.15,17.0,57.0,175.0,51.0,1.0,-80.0,1083.0,20.0,50.0
0.3,0.15,2.0,6.0,4.0,1.0,1.0,-80.0,52.0,0.0,15.0
0.3,0.15,12.0,31.0,124.0,30.0,1.0,-80.0,277.0,14.0,46.0
0.3,0.15,15.0,45.0,168.0,45.0,1.0,-80.0,680.0,37.0,50.0
0.3,0.15,12.0,40.0,77.0,22.0,1.0,-80.0,915.0,7.0,50.0
0.3,0.15,21.0,74.0,241.0,63.0,1.0,-80.0,581.0,85.0,50.0
0.3,0.15,10.0,29.0,85.0,23.0,1.0,-80.0,354.0,13.0,42.0
0.3,0.15,14.0,36.0,95.0,28.0,1.0,-80.0,981.0,7.0,50.0
0.3,0.15,13.0,46.0,131.0,34.0,1.0,-80.0,1062.0,5.0,50.0
0.3,0.15,15.0,51.0,189.0,49.0,1.0,-80.0,342.0,109.0,50.0
0.3,0.15,16.0,56.0,214.0,57.0,1.0,-80.0,710.0,57.0,50.0
0.3,0.15,20.0,66.0,178.0,47.0,1.0,-80.0,320.0,113.0,50.0
0.3,0.15,13.0,40.0,89.0,29.0,1.0,-80.0,994.0,20.0,50.0
0.3,0.15,3.0,14.0,27.0,8.0,1.0,-80.0,82.0,0.0,10.0
0.3,0.15,16.0,46.0,138.0,38.0,1.0,-80.0,730.0,41.0,50.0
0.3,0.15,10.0,33.0,85.0,26.0,1.0,-80.0,250.0,111.0,50.0
0.3,0.15,23.0,74.0,227.0,64.0,1.0,-80.0,440.0,114.0,50.0
0.3,0.15,17.0,53.0,169.0,43.0,1.0,-80.0,926.0,49.0,50.0
0.3,0.15,11.0,39.0,142.0,33.0,1.0,-80.0,867.0,52.0,50.0
0.3,0.15,12.0,33.0,70.0,19.0,1.0,-80.0,945.0,16.0,50.0
0.3,0.15,9.0,24.0,78.0,26.0,1.0,-80.0,1027.0,12.0,50.0
0.3,0.15,21.0,56.0,161.0,48.0,1.0,-80.0,685.0,57.0,50.0
0.3,0.15,11.0,26.0,65.0,21.0,1.0,-80.0,648.0,19.0,50.0
0.3,0.15,12.0,41.0,96.0,31.0,1.0,-80.0,234.0,110.0,50.0
0.3,0.15,18.0,53.0,151.0,39.0,1.0,-80.0,425.0,108.0,50.0
0.3,0.15,3.0,13.0,33.0,11.0,1.0,-80.0,89.0,2.0,13.0
0.3,0.15,15.0,42.0,91.0,32.0,1.0,-80.0,218.0,68.0,50.0
0.3,0.15,16.0,56.0,211.0,51.0,1.0,-80.0,452.0,29.0,50.0
0.3,0.15,17.0,66.0,206.0,60.0,1.0,-80.0,1091.0,30.0,50.0
0.3,0.15,7.0,22.0,79.0,21.0,1.0,-80.0,997.0,22.0,50.0
0.3,0.15,18.0,53.0,143.0,38.0,1.0,-80.0,309.0,128.0,50.0
0.3,0.15,10.0,23.0,99.0,28.0,1.0,-80.0,182.0,6.0,32.0
0.3,0.15,1.0,3.0,3.0,1.0,1.0,-80.0,52.0,0.0,7.0
0.3,0.15,14.0,42.0,141.0,36.0,1.0,-80.0,380.0,28.0,50.0
0.3,0.15,13.0,49.0,138.0,37.0,1.0,-80.0,286.0,111.0,50.0
0.3,0.15,18.0,54.0,126.0,40.0,1.0,-80.0,881.0,18.0,50.0
0.3,0.15,17.0,63.0,181.0,55.0,1.0,-80.0,336.0,122.0,50.0
0.3,0.15,10.0,40.0,99.0,26.0,1.0,-80.0,1015.0,8.0,50.0
